State,Company Type,Company,Name_Part_Affiliation,District,Layer_ID,State_fips,Governor,Gov_party_aff,Senator_1,Senator_1_aff,Senator_1_class,Senator_2,Senator_2_aff,Senator_2_class,Senate_aff
Michigan,IOU,CMS Energy Corp,Dan Kildee (D),MI - 08,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,DTE Energy Co,Dan Kildee (D),MI - 08,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,Lisa McClain (R),MI - 09,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,DTE Energy Co,Lisa McClain (R),MI - 09,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,DTE Energy Co,John James (R),MI - 10,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,DTE Energy Co,Haley Stevens (D),MI - 11,515,35,Michelle Lujan Grisham (D),Democratic,Martin Heinrich (D),Democratic,1,Ben Ray Lujan (D),Democratic,2,2D
Michigan,IOU,DTE Energy Co,Rashida Tlaib (D),MI - 12,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Michigan,IOU,DTE Energy Co,Shri Thanedar (D),MI - 13,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Minnesota,IOU,Xcel Energy Inc,Brad Finstad (R),MN - 1,515,5,Sarah Huckabee-Sanders (R),Republican,Tom Cotton (R),Republican,2,John Boozman (R),Republican,3,2R
Minnesota,IOU,Xcel Energy Inc,Angie Craig (DFL),MN - 2,515,5,Sarah Huckabee-Sanders (R),Republican,Tom Cotton (R),Republican,2,John Boozman (R),Republican,3,2R
Minnesota,IOU,Xcel Energy Inc,Dean Phillips (DFL),MN - 3,515,5,Sarah Huckabee-Sanders (R),Republican,Tom Cotton (R),Republican,2,John Boozman (R),Republican,3,2R
Minnesota,IOU,Xcel Energy Inc,Betty McCollum (DFL),MN - 4,515,5,Sarah Huckabee-Sanders (R),Republican,Tom Cotton (R),Republican,2,John Boozman (R),Republican,3,2R
Minnesota,IOU,Xcel Energy Inc,Ihan Omar (DFL),MN - 5,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Minnesota,IOU,Xcel Energy Inc,Tom Emmer (R),MN - 6,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Minnesota,IOU,ALLETE Inc,Michelle Fischbach (R),MN - 7,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Minnesota,IOU,Otter Tail Corp,Michelle Fischbach (R),MN - 7,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Minnesota,IOU,Xcel Energy Inc,Michelle Fischbach (R),MN - 7,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Minnesota,IOU,ALLETE Inc,Pete Stauber (R),MN - 8,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Minnesota,IOU,Otter Tail Corp,Pete Stauber (R),MN - 8,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Minnesota,IOU,Xcel Energy Inc,Pete Stauber (R),MN - 8,515,28,Tate Reeves (R),Republican,Roger Wicker (R),Republican,1,Cindy Hyde-Smith (R),Republican,2,2R
Mississippi,IOU,Entergy Corp,Trent Kelly (R),MS - 1,515,28,Tate Reeves (R),Republican,Roger Wicker (R),Republican,1,Cindy Hyde-Smith (R),Republican,2,2R
Mississippi,IOU,Entergy Corp,Bennie Thompson (D),MS - 2,515,28,Tate Reeves (R),Republican,Roger Wicker (R),Republican,1,Cindy Hyde-Smith (R),Republican,2,2R
Mississippi,IOU,Entergy Corp,Michael Guest (R),MS - 3,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Mississippi,IOU,Southern Co,Michael Guest (R),MS - 3,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Mississippi,IOU,Southern Co,Mike Ezell (R),MS - 4,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Missouri,IOU,Ameren Corp,Cori Bush (D),MO - 1,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Missouri,IOU,Ameren Corp,Ann Wagner (R),MO - 2,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Missouri,IOU,Ameren Corp,Blaine Luetkemeyer (R),MO - 3,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Missouri,IOU,Ameren Corp,Mark Alford (R),MO - 4,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Evergy Inc,Mark Alford (R),MO - 4,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Liberty,Mark Alford (R),MO - 4,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Ameren Corp,Emanuel Cleaver (D),MO - 5,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Evergy Inc,Emanuel Cleaver (D),MO - 5,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Ameren Corp,Sam Graves (R,MO - 6,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Evergy Inc,Sam Graves (R,MO - 6,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Liberty,Eric Burlison (R),MO - 7,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Missouri,IOU,Ameren Corp,Jason Smith (R),MO - 8,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Montana,IOU,NorthWestern Corp,Ryan Zinke (R),MT - 1,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Montana,IOU,MDU Resources Group Inc,Matt Rosendale (R),MT - 2,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Montana,IOU,NorthWestern Corp,Matt Rosendale (R),MT - 2,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Nevada,IOU,Berkshire Hathaway Energy,Dina Titus (D),NV - 1,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Nevada,IOU,Berkshire Hathaway Energy,Mark Amodei (R),NV - 2,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Nevada,IOU,Berkshire Hathaway Energy,Susie Lee (D),NV - 3,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Nevada,IOU,Berkshire Hathaway Energy,Steven Horsford (D),NV - 4,515,9,Ned Lamont (D),Democratic,Chris Murphy (D),Democratic,1,Richard Blumenthal (D),Democratic,3,2D
New Hampshire,IOU,Eversource Energy,Chris Pappas (D),NH - 1,515,9,Ned Lamont (D),Democratic,Chris Murphy (D),Democratic,1,Richard Blumenthal (D),Democratic,3,2D
New Hampshire,IOU,Liberty,Chris Pappas (D),NH - 1,515,9,Ned Lamont (D),Democratic,Chris Murphy (D),Democratic,1,Richard Blumenthal (D),Democratic,3,2D
New Hampshire,IOU,Unitil Corp,Chris Pappas (D),NH - 1,515,9,Ned Lamont (D),Democratic,Chris Murphy (D),Democratic,1,Richard Blumenthal (D),Democratic,3,2D
New Hampshire,IOU,Eversource Energy,Ann Kuster (D),NH - 2,515,9,Ned Lamont (D),Democratic,Chris Murphy (D),Democratic,1,Richard Blumenthal (D),Democratic,3,2D
New Hampshire,IOU,Liberty,Ann Kuster (D),NH - 2,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Hampshire,IOU,Unitil Corp,Ann Kuster (D),NH - 2,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,Exelon Corp,Donald Norcross (D),NJ - 01,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Donald Norcross (D),NJ - 01,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,Exelon Corp,Jeff Van Drew (R),NJ - 02,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,FirstEnergy Corp,Jeff Van Drew (R),NJ - 02,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,Exelon Corp,Andy Kim (D),NJ - 03,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,FirstEnergy Corp,Andy Kim (D),NJ - 03,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Andy Kim (D),NJ - 03,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,Exelon Corp,Chris Smith (R),NJ - 04,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
New Jersey,IOU,FirstEnergy Corp,Chris Smith (R),NJ - 04,515,33,Chris Sununu (R),Republican,Jeanne Shaheen (D),Democratic,2,Maggie Hassan (D),Democratic,3,2D
New Jersey,IOU,Consolidated Edison Inc,Josh Gottenheimer (D),NJ - 05,515,33,Chris Sununu (R),Republican,Jeanne Shaheen (D),Democratic,2,Maggie Hassan (D),Democratic,3,2D
New Jersey,IOU,FirstEnergy Corp,Josh Gottenheimer (D),NJ - 05,515,10,John Carney (D),Democratic,Tom Carper (D),Democratic,1,Chris Coons (D),Democratic,2,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Josh Gottenheimer (D),NJ - 05,515,11,Muriel Bowser (D),Democratic,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,IOU,FirstEnergy Corp,Frank Pallone (D),NJ - 06,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Frank Pallone (D),NJ - 06,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,FirstEnergy Corp,"Tom Kean, Jr. (R)",NJ - 07,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Public Service Enterprise Group Inc,"Tom Kean, Jr. (R)",NJ - 07,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Rob Menendez (D),NJ - 08,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Consolidated Edison Inc,Bill Pascrell (D),NJ - 09,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,FirstEnergy Corp,Bill Pascrell (D),NJ - 09,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Bill Pascrell (D),NJ - 09,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Public Service Enterprise Group Inc,"Donald Payne, Jr. (D)",NJ - 10,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,FirstEnergy Corp,Mikie Sherrill (D),NJ - 11,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Mikie Sherrill (D),NJ - 11,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,FirstEnergy Corp,Bonnie Watson Coleman (D),NJ - 12,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Jersey,IOU,Public Service Enterprise Group Inc,Bonnie Watson Coleman (D),NJ - 12,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Mexico,IOU,PNM Resources Inc,Melanie Stansbury (D),NM - 1,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
New Mexico,IOU,El Paso Electric Co,Teresa Leger Fernandez (D),NM - 2,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New Mexico,IOU,PNM Resources Inc,Teresa Leger Fernandez (D),NM - 2,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New Mexico,IOU,Xcel Energy Inc,Teresa Leger Fernandez (D),NM - 2,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New Mexico,IOU,PNM Resources Inc,Gabriel Vasquez (D),NM - 3,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New Mexico,IOU,Xcel Energy Inc,Gabriel Vasquez (D),NM - 3,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,George Santos (R),NY - 03,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Gregory Meeks (D),NY - 05,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Grace Meng (D),NY - 06,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Nydia Velazquez (D),NY - 07,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Hakeem Jeffries (D),NY - 08,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Yvette Clarke (D),NY - 09,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Dan Goldman (D),NY - 10,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Nicole Malliotakis (R),NY - 11,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Consolidated Edison Inc,Jerry Nadler (D),NY - 12,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Consolidated Edison Inc,Adriano Espaillat (D),NY - 13,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Consolidated Edison Inc,Alexandria Ocasio-Cortez (D),NY - 14,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Consolidated Edison Inc,Ritchie Torres (D),NY - 15,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Jamaal Bowman (D),NY - 16,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
New York,IOU,Avangrid Inc,Mike Lawler (R),NY - 17,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
New York,IOU,Central Hudson Gas & Electric Corp,Mike Lawler (R),NY - 17,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Mike Lawler (R),NY - 17,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
New York,IOU,Avangrid Inc,Pat Ryan (D),NY - 18,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
New York,IOU,Central Hudson Gas & Electric Corp,Pat Ryan (D),NY - 18,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Pat Ryan (D),NY - 18,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Avangrid Inc,Marc Molinaro (R),NY - 19,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Central Hudson Gas & Electric Corp,Marc Molinaro (R),NY - 19,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,Consolidated Edison Inc,Marc Molinaro (R),NY - 19,515,24,Wes Moore (D),Democratic,Ben Cardin (D),Democratic,1,Chris Van Hollen (D),Democratic,3,2D
New York,IOU,National Grid Plc,Marc Molinaro (R),NY - 19,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Avangrid Inc,Paul Tonko (D),NY - 20,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Central Hudson Gas & Electric Corp,Paul Tonko (D),NY - 20,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,National Grid Plc,Paul Tonko (D),NY - 20,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Avangrid Inc,Elise Stefanik (R),NY - 21,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,National Grid Plc,Elise Stefanik (R),NY - 21,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Avangrid Inc,Brandon Williams (R),NY - 22,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,National Grid Plc,Brandon Williams (R),NY - 22,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,Avangrid Inc,Nick Langworthy (R),NY - 23,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
New York,IOU,National Grid Plc,Nick Langworthy (R),NY - 23,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
New York,IOU,Avangrid Inc,Claudia Tenney (R),NY - 24,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
New York,IOU,National Grid Plc,Claudia Tenney (R),NY - 24,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
New York,IOU,Avangrid Inc,Joseph Morelle (D),NY - 25,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
New York,IOU,National Grid Plc,Joseph Morelle (D),NY - 25,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
New York,IOU,Avangrid Inc,Brian Higgins (D),NY - 26,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
New York,IOU,National Grid Plc,Brian Higgins (D),NY - 26,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Dominion Energy Inc,Don Davis (D),NC - 01,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Duke Energy Corp,Don Davis (D),NC - 01,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Duke Energy Corp,Deborah K. Ross (D),NC - 02,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Dominion Energy Inc,Greg Murphy (R),NC - 03,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Duke Energy Corp,Greg Murphy (R),NC - 03,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Duke Energy Corp,Valerie Foushee (D),NC - 04,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Duke Energy Corp,Virginia Foxx (R),NC - 05,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
North Carolina,IOU,Duke Energy Corp,Kathy Manning (D),NC - 06,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,David Rouzer (R),NC - 07,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,Dan Bishop (R),NC - 08,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,Richard Hudson (R),NC - 09,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,Patrick McHenry (R),NC - 10,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,Chuck Edwards (R),NC - 11,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,Alma Adams (D),NC - 12,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,Wiley Nickel (D),NC - 13,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Carolina,IOU,Duke Energy Corp,Jeff Jackson (D),NC - 14,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Dakota,IOU,MDU Resources Group Inc,Kelly Armstrong (R),ND - at Large,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Dakota,IOU,Otter Tail Corp,Kelly Armstrong (R),ND - at Large,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
North Dakota,IOU,Xcel Energy Inc,Kelly Armstrong (R),ND - at Large,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,AES Corp ,Greg Landsman (D),OH - 01,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,Duke Energy Corp,Greg Landsman (D),OH - 01,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,AES Corp ,Brad Wenstrup (R),OH - 02,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,American Electric Power Co Inc,Brad Wenstrup (R),OH - 02,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,Duke Energy Corp,Brad Wenstrup (R),OH - 02,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,American Electric Power Co Inc,Joyce Beatty (D),OH - 03,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,AES Corp ,Jim Jordan (R),OH - 04,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,American Electric Power Co Inc,Jim Jordan (R),OH - 04,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,FirstEnergy Corp,Jim Jordan (R),OH - 04,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,AES Corp ,Bob Latta (R),OH - 05,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
