State,Company Type,Company,Name_Part_Affiliation,District,Layer_ID,State_fips,Governor,Gov_party_aff,Senator_1,Senator_1_aff,Senator_1_class,Senator_2,Senator_2_aff,Senator_2_class,Senate_aff
Florida,IOU,NextEra Energy Inc,Maria Elvira Salazar (R),FL - 27,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Florida,IOU,NextEra Energy Inc,Carlos Gimenez (R),FL - 28,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Buddy Carter (R),GA - 01,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Sanford Bishop (D),GA - 02,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Drew Ferguson (R),GA - 03,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Hank Johnson (D),GA - 04,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Nikema Williams (D),GA - 05,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Rich McCormick (R),GA - 06,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Lucy McBath (D),GA - 07,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Austin Scott (R),GA - 08,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Georgia,IOU,Southern Co,Andrew Clyde (R),GA - 09,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Georgia,IOU,Southern Co,Mike Collins (R),GA - 10,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Georgia,IOU,Southern Co,Barry Loudermilk (R),GA - 11,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Georgia,IOU,Southern Co,Rick W. Allen (R),GA - 12,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Georgia,IOU,Southern Co,David Scott (D),GA - 13,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Georgia,IOU,Southern Co,Marjorie Taylor Greene (R),GA - 14,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Hawaii,IOU,Hawaiian Electric Industries Inc,Ed Case (D),HI - 1,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Hawaii,IOU,Hawaiian Electric Industries Inc,Jill Tokuda (D),HI - 2,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Idaho,IOU,Avista Corp,Russ Fulcher (R),ID - 1,515,22,John Bel Edwards (D),Democratic,Bill Cassidy (R),Republican,2,John Kennedy (R),Republican,3,2R
Idaho,IOU,IDACORP Inc,Russ Fulcher (R),ID - 1,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Idaho,IOU,Berkshire Hathaway Energy,Mike Simpson (R),ID - 2,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Idaho,IOU,IDACORP Inc,Mike Simpson (R),ID - 2,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Jonathan Jackson (D),IL - 01,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Illinois,IOU,Ameren Corp,Robin Kelly (D),IL - 02,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Robin Kelly (D),IL - 02,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Delia Ramirez (D),IL - 03,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Chuy Garcia (D),IL - 04,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Mike Quigley (D),IL - 05,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Sean Casten (D),IL - 06,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Danny K. Davis (D),IL - 07,515,34,Phil Murphy (D),Democratic,Bob Menendez (D),Democratic,1,Cory Booker (D),Democratic,2,2D
Illinois,IOU,Exelon Corp,Raja Krishnamoorthi (D),IL - 08,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Exelon Corp,Jan Schakowsky (D),IL - 09,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Exelon Corp,Brad Schneider (D),IL - 10,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Exelon Corp,Bill Foster (D),IL - 11,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Ameren Corp,Mike Bost (R),IL - 12,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Mt Carmel Public Utility Co,Mike Bost (R),IL - 12,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Ameren Corp,Nikki Budzinski (D),IL - 13,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Ameren Corp,Lauren Underwood (D),IL - 14,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Exelon Corp,Lauren Underwood (D),IL - 14,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Ameren Corp,Mary Miller (R),IL - 15,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Berkshire Hathaway Energy,Mary Miller (R),IL - 15,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Ameren Corp,Darin LaHood (R),IL - 16,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Berkshire Hathaway Energy,Darin LaHood (R),IL - 16,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Exelon Corp,Darin LaHood (R),IL - 16,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Ameren Corp,Eric Sorensen (D),IL - 17,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Berkshire Hathaway Energy,Eric Sorensen (D),IL - 17,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Illinois,IOU,Exelon Corp,Eric Sorensen (D),IL - 17,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Indiana,IOU,American Electric Power Co Inc,Frank J. Mrvan (D),IN - 1,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Indiana,IOU,NiSource Inc,Frank J. Mrvan (D),IN - 1,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Indiana,IOU,American Electric Power Co Inc,Rudy Yakym (R),IN - 2,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Indiana,IOU,Duke Energy Corp,Rudy Yakym (R),IN - 2,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Indiana,IOU,NiSource Inc,Rudy Yakym (R),IN - 2,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Indiana,IOU,American Electric Power Co Inc,Jim Banks (R),IN - 3,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Indiana,IOU,Duke Energy Corp,Jim Banks (R),IN - 3,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Indiana,IOU,NiSource Inc,Jim Banks (R),IN - 3,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,AES Corp ,Jim Baird (R),IN - 4,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,Duke Energy Corp,Jim Baird (R),IN - 4,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,NiSource Inc,Jim Baird (R),IN - 4,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,AES Corp ,Victoria Spartz (R),IN - 5,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,American Electric Power Co Inc,Victoria Spartz (R),IN - 5,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,Duke Energy Corp,Victoria Spartz (R),IN - 5,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,AES Corp ,Greg Pence (R),IN - 6,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,American Electric Power Co Inc,Greg Pence (R),IN - 6,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,Duke Energy Corp,Greg Pence (R),IN - 6,515,51,Glenn Youngkin (R),Republican,Tim Kaine (D),Democratic,1,Mark Warner (D),Democratic,2,2D
Indiana,IOU,AES Corp ,Andre Carson (D),IN - 7,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Indiana,IOU,CenterPoint Energy Inc,Larry Buchson (R),IN - 8,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Indiana,IOU,Duke Energy Corp,Larry Buchson (R),IN - 8,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Indiana,IOU,Duke Energy Corp,Erin Houchin (R),IN - 9,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Iowa,IOU,Alliant Energy Corp,Mariannette Miller-Meeks (R),IA - 1,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Iowa,IOU,Berkshire Hathaway Energy,Mariannette Miller-Meeks (R),IA - 1,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Iowa,IOU,Alliant Energy Corp,Ashley Hinson (R),IA - 2,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Iowa,IOU,Berkshire Hathaway Energy,Ashley Hinson (R),IA - 2,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Iowa,IOU,Alliant Energy Corp,Zach Nunn (R),IA - 3,515,26,Gretchen Whitmer (D),Democratic,Debbie Stabenow (D),Democratic,1,Gary Peters (D),Democratic,2,2D
Iowa,IOU,Berkshire Hathaway Energy,Zach Nunn (R),IA - 3,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Iowa,IOU,Alliant Energy Corp,Randy Feenstra (R),IA - 4,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Iowa,IOU,Berkshire Hathaway Energy,Randy Feenstra (R),IA - 4,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kansas,IOU,Evergy Inc,Tracey Mann (R),KS - 1,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kansas,IOU,Evergy Inc,Jake LaTurner (R),KS - 2,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kansas,IOU,Liberty,Jake LaTurner (R),KS - 2,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kansas,IOU,Evergy Inc,Sharice Davids (D),KS - 3,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kansas,IOU,Evergy Inc,Ron Estes (R),KS - 4,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kentucky,IOU,PPL Corp,James Comer (R),KY - 1,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kentucky,IOU,PPL Corp,Brett Guthrie (R),KY - 2,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kentucky,IOU,PPL Corp,Morgan McGarvey (D),KY - 3,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kentucky,IOU,American Electric Power Co Inc,Thomas Massie (R),KY - 4,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kentucky,IOU,Duke Energy Corp,Thomas Massie (R),KY - 4,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Kentucky,IOU,PPL Corp,Thomas Massie (R),KY - 4,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Kentucky,IOU,American Electric Power Co Inc,Hal Rogers (R),KY - 5,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Kentucky,IOU,PPL Corp,Hal Rogers (R),KY - 5,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Kentucky,IOU,PPL Corp,Andy Barr (R),KY - 6,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Louisiana,IOU,Cleco Corporate Holdings,Steve Scalise (R),LA - 1,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Louisiana,IOU,Entergy Corp,Steve Scalise (R),LA - 1,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Louisiana,IOU,Entergy Corp,Troy Carter (D),LA - 2,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Louisiana,IOU,Cleco Corporate Holdings,Clay Higgins (R),LA - 3,515,21,Andy Beshear (D),Democratic,Mitch McConnell (R),Republican,2,Rand Paul (R),Republican,3,2R
Louisiana,IOU,Entergy Corp,Clay Higgins (R),LA - 3,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,American Electric Power Co Inc,Mike Johnson (R),LA - 4,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,Cleco Corporate Holdings,Mike Johnson (R),LA - 4,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,Entergy Corp,Mike Johnson (R),LA - 4,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,American Electric Power Co Inc,Julia Letlow (R),LA - 5,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,Cleco Corporate Holdings,Julia Letlow (R),LA - 5,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,Entergy Corp,Julia Letlow (R),LA - 5,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,Cleco Corporate Holdings,Garret Greaves (R),LA - 6,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Louisiana,IOU,Entergy Corp,Garret Greaves (R),LA - 6,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maine,IOU,Avangrid Inc,Chellie Pingree (D),ME - 1,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maine,IOU,Avangrid Inc,Jared Golden (D),ME - 2,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maine,IOU,Versant Power,Jared Golden (D),ME - 2,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,Exelon Corp,Andy Harris (R),MD - 1,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,Exelon Corp,Dutch Ruppersberger (D),MD - 2,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,FirstEnergy Corp,Dutch Ruppersberger (D),MD - 2,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,Exelon Corp,John Sarbanes (D),MD - 3,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,FirstEnergy Corp,John Sarbanes (D),MD - 3,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,Exelon Corp,Glenn Ivey (D),MD - 4,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,Exelon Corp,Steny Hoyer (D),MD - 5,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,Exelon Corp,David Trone (D),MD - 6,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,FirstEnergy Corp,David Trone (D),MD - 6,515,37,Roy Cooper (D),Democratic,Thom Tillis (R),Republican,2,Ted Budd (R),Republican,3,2R
Maryland,IOU,Exelon Corp,Kweisi Mfume (D),MD - 7,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
Maryland,IOU,Exelon Corp,Jamie Raskin (D),MD - 8,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
Maryland,IOU,FirstEnergy Corp,Jamie Raskin (D),MD - 8,515,39,Mike DeWine (R),Republican,Sherrod Brown (D),Democratic,1,J.D. Vance (R),Republican,3,1D1R
Massachusetts,IOU,Eversource Energy,Richard Neal (D),MA - 1,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Massachusetts,IOU,National Grid Plc,Richard Neal (D),MA - 1,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Massachusetts,IOU,Eversource Energy,Jim McGovern (D),MA - 2,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Massachusetts,IOU,National Grid Plc,Jim McGovern (D),MA - 2,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Massachusetts,IOU,Eversource Energy,Lori Trahan (D),MA - 3,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Massachusetts,IOU,National Grid Plc,Lori Trahan (D),MA - 3,515,45,Henry McMaster (R),Republican,Lindsey Graham (R),Republican,2,Tim Scott (R),Republican,3,2R
Massachusetts,IOU,Unitil Corp,Lori Trahan (D),MA - 3,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Massachusetts,IOU,Eversource Energy,Jake Auchincloss (D),MA - 4,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Massachusetts,IOU,National Grid Plc,Jake Auchincloss (D),MA - 4,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,Eversource Energy,Katherine Clark (D),MA - 5,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,National Grid Plc,Katherine Clark (D),MA - 5,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,Eversource Energy,Seth Moulton (D),MA - 6,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,National Grid Plc,Seth Moulton (D),MA - 6,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,Eversource Energy,Ayanna Pressley (D),MA - 7,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,National Grid Plc,Ayanna Pressley (D),MA - 7,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,Eversource Energy,Stephen F. Lynch (D),MA - 8,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,National Grid Plc,Stephen F. Lynch (D),MA - 8,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,Eversource Energy,Bill Keating (D),MA - 9,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Massachusetts,IOU,National Grid Plc,Bill Keating (D),MA - 9,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,Jack Bergman (R),MI - 01,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,Upper Peninsula Power Co,Jack Bergman (R),MI - 01,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,WEC Energy Group Inc,Jack Bergman (R),MI - 01,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,Xcel Energy Inc,Jack Bergman (R),MI - 01,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,John Moolenaar (R),MI - 02,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,Hillary Sholten (D),MI - 03,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,American Electric Power Co Inc,Bill Huizenga (R),MI - 04,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,Bill Huizenga (R),MI - 04,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,American Electric Power Co Inc,Tim Walberg (R),MI - 05,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,Tim Walberg (R),MI - 05,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,DTE Energy Co,Tim Walberg (R),MI - 05,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,Debbie Dingell (D),MI - 06,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,DTE Energy Co,Debbie Dingell (D),MI - 06,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,CMS Energy Corp,Elissa Slotkin (D),MI - 07,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Michigan,IOU,DTE Energy Co,Elissa Slotkin (D),MI - 07,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
